4,A
5,B
6,C
7,D
8,E
9,F
10,G
11,H
12,I
13,J
14,K
15,L
16,M
17,N
18,O
19,P
20,Q
21,R
22,S
23,T
24,U
25,V
26,W
27,X
28,Y
29,Z
30,1
31,2
32,3
33,4
34,5
35,6
36,7
37,8
38,9
39,0
40,ENTER
41,ESCAPE
42,BACKSPACE
43,TAB
44,SPACE
45,MINUS
46,EQUAL
47,LEFT_BRACE
48,RIGHT_BRACE
49,BACKSLASH
50,NON_US_NUMBER
51,SEMICOLON
52,QUOTE
53,GRAVE
54,COMMA
55,DOT
56,SLASH
57,CAPS_LOCK
58,F1
59,F2
60,F3
61,F4
62,F5
63,F6
64,F7
65,F8
66,F9
67,F10
68,F11
69,F12
70,PRINTSCREEN
71,SCROLL_LOCK
72,PAUSE
73,INSERT
74,HOME
75,PAGEUP
76,DELETE
77,END
78,PAGEDOWN
79,RIGHT
80,LEFT
81,DOWN
82,UP
83,NUM_LOCK
84,KP_SLASH
85,KP_ASTERISK
86,KP_MINUS
87,KP_PLUS
88,KP_ENTER
89,KP_1
90,KP_2
91,KP_3
92,KP_4
93,KP_5
94,KP_6
95,KP_7
96,KP_8
97,KP_9
98,KP_0
99,KP_DOT
100,NON_US_BACKSLASH
101,APPLICATION
102,POWER
103,KP_EQUAL
104,F13
105,F14
106,F15
107,F16
108,F17
109,F18
110,F19
111,F20
112,F21
113,F22
114,F23
115,F24
